Here’s the list in lowercase and inline:

date, year, territorial authority, territorial_authority_grouped, region, gmp, venues, gaming machines, dep_very_low (1-2), dep_medium_low (3-4), dep_medium (5-6), dep_medium_high (7-8), dep_high (9-10)
1/12/2016,2016,Auckland Council - Franklin,Auckland City,Auckland,2671179.75,15,214,1,3,4,3,4
1/12/2016,2016,Auckland Council - Henderson - Massey,Auckland City,Auckland,5693211.56,16,251,2,0,5,2,7
1/12/2016,2016,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2878772.33,16,225,0,10,6,0,0
1/12/2016,2016,Auckland Council - Howick,Auckland City,Auckland,6675744.94,22,332,6,7,5,3,1
1/12/2016,2016,Auckland Council - Kaipatiki,Auckland City,Auckland,5061384.74,17,247,3,3,10,1,0
1/12/2016,2016,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5703639.17,16,234,0,0,0,3,13
1/12/2016,2016,Auckland Council - Manurewa,Auckland City,Auckland,4773967.37,14,207,0,0,1,6,7
1/12/2016,2016,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5233257.57,19,293,0,1,2,11,5
1/12/2016,2016,Auckland Council - Orakei,Auckland City,Auckland,1148785.95,6,69,3,2,1,0,0
1/12/2016,2016,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6907990.77,20,287,0,0,1,7,12
1/12/2016,2016,Auckland Council - Papakura,Auckland City,Auckland,3816212.54,13,216,0,1,2,1,9
1/12/2016,2016,Auckland Council - Puketapapa,Auckland City,Auckland,1314584.48,3,33,0,1,0,2,0
1/12/2016,2016,Auckland Council - Rodney,Auckland City,Auckland,1556369.49,10,134,0,4,3,1,2
1/12/2016,2016,Auckland Council - Upper Harbour,Auckland City,Auckland,2101107.78,11,142,2,8,1,0,0
1/12/2016,2016,Auckland Council - Waiheke,Auckland City,Auckland,243827.36,2,18,0,0,1,1,0
1/12/2016,2016,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2044202.39,8,102,1,0,1,6,0
1/12/2016,2016,Auckland Council - Waitemata,Auckland City,Auckland,4757621.04,21,284,1,4,6,2,8
1/12/2016,2016,Auckland Council - Whau,Auckland City,Auckland,2702104.13,12,152,1,1,1,4,5
1/12/2016,2016,Buller District,Buller District,West Coast,516741.12,8,76,0,0,2,6,0
1/12/2016,2016,Carterton District,Carterton District,Wellington,326668.66,3,45,0,0,0,3,0
1/12/2016,2016,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,486087.81,5,54,0,0,0,5,0
1/12/2016,2016,Central Otago District,Central Otago District,Otago,919354.88,12,129,1,1,9,1,0
1/12/2016,2016,Chatham Islands District,Chatham Islands District,Canterbury,82712.82,1,2,0,0,0,1,0
1/12/2016,2016,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19544055.08,88,1338,8,16,20,39,5
1/12/2016,2016,Clutha District,Clutha District,Otago,453354.79,12,77,1,1,6,4,0
1/12/2016,2016,Dunedin City,Dunedin City,Otago,4246480.7,32,423,1,1,11,14,5
1/12/2016,2016,Far North District,Far North District,Northland,3547756.78,24,315,0,0,3,6,15
1/12/2016,2016,Gisborne District,Gisborne District,Gisborne,2667736.56,13,195,0,0,0,0,13
1/12/2016,2016,Gore District,Gore District,Southland,723056.54,7,85,1,0,2,2,2
1/12/2016,2016,Grey District,Grey District,West Coast,794861.82,9,95,1,0,2,5,1
1/12/2016,2016,Hamilton City,Hamilton City,Waikato,5993741.63,29,446,0,2,1,11,15
1/12/2016,2016,Hastings District,Hastings District,Hawke's Bay,4316232.89,19,287,1,3,0,3,12
1/12/2016,2016,Hauraki District,Hauraki District,Waikato,1209502,9,119,1,0,0,1,7
1/12/2016,2016,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1996594.32,11,162,0,0,0,0,11
1/12/2016,2016,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,409757.61,10,61,2,4,2,2,0
1/12/2016,2016,Invercargill City,Invercargill City,Southland,3752532.7,18,252,1,3,1,6,7
1/12/2016,2016,Kaikoura District,Kaikoura District,Canterbury,187215.06,3,33,0,0,0,3,0
1/12/2016,2016,Kaipara District,Kaipara District,Northland,748829.17,8,65,0,0,0,4,4
1/12/2016,2016,Kapiti Coast District,Kapiti Coast District,Wellington,2093515.99,12,192,0,1,5,2,4
1/12/2016,2016,Kawerau District,Kawerau District,Bay of Plenty,621195.89,4,54,0,0,0,0,4
1/12/2016,2016,Lower Hutt City,Lower Hutt City,Wellington,6803534.14,30,444,5,0,9,10,6
1/12/2016,2016,Mackenzie District,Mackenzie District,Canterbury,221529.54,5,41,0,4,1,0,0
1/12/2016,2016,Manawatu District,Manawatu District,Manawatu-Wanganui,788449.64,6,79,0,0,1,5,0
1/12/2016,2016,Marlborough District,Marlborough District,Marlborough,2321294.9,19,237,0,4,3,11,1
1/12/2016,2016,Masterton District,Masterton District,Wellington,1054713.04,5,78,0,0,0,0,5
1/12/2016,2016,Matamata-Piako District,Matamata-Piako District,Waikato,1523742.74,13,160,0,0,3,7,3
1/12/2016,2016,Napier City,Napier City,Hawke's Bay,4410629.33,19,295,0,7,4,5,3
1/12/2016,2016,Nelson City,Nelson City,Nelson,2384140.81,12,183,0,1,0,10,1
1/12/2016,2016,New Plymouth District,New Plymouth District,Taranaki,4116004.85,26,339,1,0,7,14,4
1/12/2016,2016,Opotiki District,Opotiki District,Bay of Plenty,689334.29,4,57,0,0,0,0,4
1/12/2016,2016,Otorohanga District,Otorohanga District,Waikato,236935.85,2,23,0,0,0,0,2
1/12/2016,2016,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4705209.19,24,334,1,0,2,4,17
1/12/2016,2016,Porirua City,Porirua City,Wellington,2989656.64,12,165,2,0,0,0,10
1/12/2016,2016,Queenstown-Lakes District,Queenstown-Lakes District,Otago,854575.19,10,103,5,3,2,0,0
1/12/2016,2016,Rangitikei District,Rangitikei District,Manawatu-Wanganui,668150.04,7,70,0,0,0,4,3
1/12/2016,2016,Rotorua District,Rotorua District,Bay of Plenty,5856857.56,26,386,0,1,1,4,20
1/12/2016,2016,Ruapehu District,Ruapehu District,Manawatu-Wanganui,661702.55,7,89,0,0,0,3,4
1/12/2016,2016,Selwyn District,Selwyn District,Canterbury,927414.81,11,96,9,2,0,0,0
1/12/2016,2016,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1171041.8,10,114,0,0,0,4,6
1/12/2016,2016,South Waikato District,South Waikato District,Waikato,1828217.87,12,178,0,0,0,1,11
1/12/2016,2016,South Wairarapa District,South Wairarapa District,Wellington,440426.15,6,65,0,0,4,0,2
1/12/2016,2016,Southland District,Southland District,Southland,605192.48,18,96,1,8,3,5,1
1/12/2016,2016,Stratford District,Stratford District,Taranaki,302959.93,2,27,0,0,0,2,0
1/12/2016,2016,Tararua District,Tararua District,Manawatu-Wanganui,955664.53,11,121,0,0,1,2,8
1/12/2016,2016,Tasman District,Tasman District,Tasman,1803725.46,13,153,2,1,4,5,1
1/12/2016,2016,Taupo District,Taupo District,Waikato,2007060.95,12,175,0,0,0,1,11
1/12/2016,2016,Tauranga District,Tauranga District,Bay of Plenty,8630296.91,38,541,1,2,9,17,9
1/12/2016,2016,Thames-Coromandel District,Thames-Coromandel District,Waikato,2421447.87,21,259,1,0,3,10,7
1/12/2016,2016,Timaru District,Timaru District,Canterbury,2432673.82,17,188,0,2,6,9,0
1/12/2016,2016,Upper Hutt City,Upper Hutt City,Wellington,2464392.01,12,166,0,1,0,3,8
1/12/2016,2016,Waikato District,Waikato District,Waikato,2235427.31,20,257,1,2,3,4,10
1/12/2016,2016,Waimakariri District,Waimakariri District,Canterbury,2020451.5,14,166,2,1,5,6,0
1/12/2016,2016,Waimate District,Waimate District,Canterbury,220279.76,4,25,0,0,0,0,4
1/12/2016,2016,Waipa District,Waipa District,Waikato,2126217.34,14,221,0,1,2,11,0
1/12/2016,2016,Wairoa District,Wairoa District,Hawke's Bay,673839.31,4,58,0,1,0,1,2
1/12/2016,2016,Waitaki District,Waitaki District,Canterbury,910230.74,12,115,1,2,1,8,0
1/12/2016,2016,Waitomo District,Waitomo District,Waikato,561249.47,5,63,0,0,0,1,4
1/12/2016,2016,Wanganui District,Wanganui District,Manawatu-Wanganui,2633906.07,15,225,0,0,1,0,14
1/12/2016,2016,Wellington City,Wellington City,Wellington,9983561.69,46,701,3,4,14,25,0
1/12/2016,2016,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1512735.24,13,163,0,1,6,2,4
1/12/2016,2016,Westland District,Westland District,West Coast,413088.61,6,56,0,1,0,5,0
1/12/2016,2016,Whakatane District,Whakatane District,Bay of Plenty,2432570.39,12,179,0,1,0,0,11
1/12/2016,2016,Whangarei District,Whangarei District,Northland,4074472.93,21,290,0,1,2,6,12
1/09/2016,2016,Ashburton District,Ashburton District,Canterbury,1482218.07,12,137,3,2,3,4,0
1/09/2016,2016,Auckland Council - Albert - Eden,Auckland City,Auckland,3946424.4,13,168,3,9,1,0,0
1/09/2016,2016,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1247884.7,7,117,2,5,0,0,0
1/09/2016,2016,Auckland Council - Franklin,Auckland City,Auckland,2562233.42,15,214,1,3,4,3,4
1/09/2016,2016,Auckland Council - Henderson - Massey,Auckland City,Auckland,5798754.69,16,251,2,0,5,2,7
1/09/2016,2016,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2811089.84,17,235,0,11,6,0,0
1/09/2016,2016,Auckland Council - Howick,Auckland City,Auckland,6471829.14,22,332,6,7,5,3,1
1/09/2016,2016,Auckland Council - Kaipatiki,Auckland City,Auckland,4711643.16,17,247,3,3,10,1,0
1/09/2016,2016,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5370978.98,16,234,0,0,0,3,13
1/09/2016,2016,Auckland Council - Manurewa,Auckland City,Auckland,4932272.2,14,207,0,0,1,6,7
1/09/2016,2016,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5391480.04,19,293,0,1,2,11,5
1/09/2016,2016,Auckland Council - Orakei,Auckland City,Auckland,1087514.34,6,69,3,2,1,0,0
1/09/2016,2016,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6896510.29,20,287,0,0,1,7,12
1/09/2016,2016,Auckland Council - Papakura,Auckland City,Auckland,3764854.4,13,216,0,1,2,1,9
1/09/2016,2016,Auckland Council - Puketapapa,Auckland City,Auckland,1164171.34,3,33,0,1,0,2,0
1/09/2016,2016,Auckland Council - Rodney,Auckland City,Auckland,1544925.27,10,134,0,4,3,1,2
1/09/2016,2016,Auckland Council - Upper Harbour,Auckland City,Auckland,2124348.83,11,142,2,8,1,0,0
1/09/2016,2016,Auckland Council - Waiheke,Auckland City,Auckland,216899.74,2,18,0,0,1,1,0
1/09/2016,2016,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1994330.88,8,102,1,0,1,6,0
1/09/2016,2016,Auckland Council - Waitemata,Auckland City,Auckland,4677609.21,21,284,1,4,6,2,8
1/09/2016,2016,Auckland Council - Whau,Auckland City,Auckland,2608589.85,12,152,1,1,1,4,5
1/09/2016,2016,Buller District,Buller District,West Coast,525723.99,8,76,0,0,2,6,0
1/09/2016,2016,Carterton District,Carterton District,Wellington,273234.17,3,45,0,0,0,3,0
1/09/2016,2016,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,471840.95,5,54,0,0,0,5,0
1/09/2016,2016,Central Otago District,Central Otago District,Otago,909885.64,12,119,1,1,9,1,0
1/09/2016,2016,Chatham Islands District,Chatham Islands District,Canterbury,52630.06,1,2,0,0,0,1,0
1/09/2016,2016,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19444695.65,89,1363,8,16,20,40,5
1/09/2016,2016,Clutha District,Clutha District,Otago,499007.35,11,74,1,0,6,4,0
1/09/2016,2016,Dunedin City,Dunedin City,Otago,4169526.11,33,426,1,2,11,14,5
1/09/2016,2016,Far North District,Far North District,Northland,3456640.09,24,314,0,0,3,6,15
1/09/2016,2016,Gisborne District,Gisborne District,Gisborne,2591959.22,13,195,0,0,0,0,13
1/09/2016,2016,Gore District,Gore District,Southland,694180.37,7,85,1,0,2,2,2
1/09/2016,2016,Grey District,Grey District,West Coast,774693.47,9,95,1,0,2,5,1
1/09/2016,2016,Hamilton City,Hamilton City,Waikato,5920743.37,29,434,0,2,1,11,15
1/09/2016,2016,Hastings District,Hastings District,Hawke's Bay,4300800.9,19,287,1,3,0,3,12
1/09/2016,2016,Hauraki District,Hauraki District,Waikato,1184231.23,9,119,1,0,0,1,7
1/09/2016,2016,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1861943.93,11,164,0,0,0,0,11
1/09/2016,2016,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,423509.19,10,61,2,4,2,2,0
1/09/2016,2016,Invercargill City,Invercargill City,Southland,3608346.85,19,259,1,4,1,6,7
1/09/2016,2016,Kaikoura District,Kaikoura District,Canterbury,223881.8,3,33,0,0,0,3,0
1/09/2016,2016,Kaipara District,Kaipara District,Northland,734415.8,8,65,0,0,0,4,4
1/09/2016,2016,Kapiti Coast District,Kapiti Coast District,Wellington,1995252.84,12,192,0,1,5,2,4
1/09/2016,2016,Kawerau District,Kawerau District,Bay of Plenty,560154.24,4,54,0,0,0,0,4
1/09/2016,2016,Lower Hutt City,Lower Hutt City,Wellington,6625278.02,33,487,5,0,11,10,7
1/09/2016,2016,Mackenzie District,Mackenzie District,Canterbury,179773.69,5,41,0,4,1,0,0
1/09/2016,2016,Manawatu District,Manawatu District,Manawatu-Wanganui,741519.4,6,79,0,0,1,5,0
1/09/2016,2016,Marlborough District,Marlborough District,Marlborough,2440299.12,19,237,0,4,3,11,1
1/09/2016,2016,Masterton District,Masterton District,Wellington,986852.41,5,78,0,0,0,0,5
1/09/2016,2016,Matamata-Piako District,Matamata-Piako District,Waikato,1515971.93,14,166,0,0,3,8,3
1/09/2016,2016,Napier City,Napier City,Hawke's Bay,4411879.9,19,295,0,7,4,5,3
1/09/2016,2016,Nelson City,Nelson City,Nelson,2092670.89,12,183,0,1,0,10,1
1/09/2016,2016,New Plymouth District,New Plymouth District,Taranaki,4030115.1,25,335,1,0,6,14,4
1/09/2016,2016,Opotiki District,Opotiki District,Bay of Plenty,725048.88,5,69,0,0,0,0,5
1/09/2016,2016,Otorohanga District,Otorohanga District,Waikato,218567.84,2,23,0,0,0,0,2
1/09/2016,2016,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4704323.01,25,344,1,0,2,4,18
1/09/2016,2016,Porirua City,Porirua City,Wellington,2931715.22,11,156,1,0,0,0,10
1/09/2016,2016,Queenstown-Lakes District,Queenstown-Lakes District,Otago,804389.54,10,103,5,3,2,0,0
1/09/2016,2016,Rangitikei District,Rangitikei District,Manawatu-Wanganui,656912.94,7,70,0,0,0,4,3
1/09/2016,2016,Rotorua District,Rotorua District,Bay of Plenty,5699432.78,26,377,0,1,1,4,20
1/09/2016,2016,Ruapehu District,Ruapehu District,Manawatu-Wanganui,694015.23,7,89,0,0,0,3,4
1/09/2016,2016,Selwyn District,Selwyn District,Canterbury,917666.46,11,97,9,2,0,0,0
1/09/2016,2016,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1160983.01,10,114,0,0,0,4,6
1/09/2016,2016,South Waikato District,South Waikato District,Waikato,1894715,12,178,0,0,0,1,11
1/09/2016,2016,South Wairarapa District,South Wairarapa District,Wellington,361349.67,6,65,0,0,4,0,2
1/09/2016,2016,Southland District,Southland District,Southland,586249.46,19,102,1,8,3,6,1
1/09/2016,2016,Stratford District,Stratford District,Taranaki,297029.69,3,36,0,0,0,3,0
1/09/2016,2016,Tararua District,Tararua District,Manawatu-Wanganui,943882.65,11,118,0,0,1,2,8
1/09/2016,2016,Tasman District,Tasman District,Tasman,1852980.87,14,162,2,1,4,6,1
1/09/2016,2016,Taupo District,Taupo District,Waikato,1976984.99,14,190,0,0,0,1,13
1/09/2016,2016,Tauranga District,Tauranga District,Bay of Plenty,8314365.18,37,532,1,2,9,16,9
1/09/2016,2016,Thames-Coromandel District,Thames-Coromandel District,Waikato,2267608.02,21,259,1,0,3,10,7
1/09/2016,2016,Timaru District,Timaru District,Canterbury,2320246.16,17,193,0,2,6,9,0
1/09/2016,2016,Upper Hutt City,Upper Hutt City,Wellington,2367066.16,11,157,0,1,0,3,7
1/09/2016,2016,Waikato District,Waikato District,Waikato,2296152.07,20,257,1,2,3,4,10
1/09/2016,2016,Waimakariri District,Waimakariri District,Canterbury,1938902.29,13,156,1,1,5,6,0
1/09/2016,2016,Waimate District,Waimate District,Canterbury,226757.01,4,25,0,0,0,0,4
1/09/2016,2016,Waipa District,Waipa District,Waikato,2027345.18,14,221,0,1,2,11,0
1/09/2016,2016,Wairoa District,Wairoa District,Hawke's Bay,648216.09,4,58,0,1,0,1,2
1/09/2016,2016,Waitaki District,Waitaki District,Canterbury,839091.1,12,115,1,2,1,8,0
1/09/2016,2016,Waitomo District,Waitomo District,Waikato,520815.34,5,63,0,0,0,1,4
1/09/2016,2016,Wanganui District,Wanganui District,Manawatu-Wanganui,2482497.59,15,222,0,0,1,0,14
1/09/2016,2016,Wellington City,Wellington City,Wellington,9762994.57,45,692,3,4,13,25,0
1/09/2016,2016,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1455174.25,13,163,0,1,6,2,4
1/09/2016,2016,Westland District,Westland District,West Coast,393203.41,6,56,0,1,0,5,0
1/09/2016,2016,Whakatane District,Whakatane District,Bay of Plenty,2289213.16,12,179,0,1,0,0,11
1/09/2016,2016,Whangarei District,Whangarei District,Northland,3892774.51,21,291,0,1,2,6,12
1/06/2016,2016,Ashburton District,Ashburton District,Canterbury,1525648.06,12,135,3,2,3,4,0
1/06/2016,2016,Auckland Council - Albert - Eden,Auckland City,Auckland,3658776.68,13,167,3,9,1,0,0
1/06/2016,2016,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1181280.29,7,117,2,5,0,0,0
1/06/2016,2016,Auckland Council - Franklin,Auckland City,Auckland,2488666,15,214,1,3,4,3,4
1/06/2016,2016,Auckland Council - Henderson - Massey,Auckland City,Auckland,5772164.14,16,251,2,0,5,2,7
1/06/2016,2016,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2866778.44,17,235,0,11,6,0,0
1/06/2016,2016,Auckland Council - Howick,Auckland City,Auckland,6166231.99,22,332,6,7,5,3,1
1/06/2016,2016,Auckland Council - Kaipatiki,Auckland City,Auckland,4566634.9,17,246,3,3,10,1,0
1/06/2016,2016,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5021365.8,16,234,0,0,0,3,13
1/06/2016,2016,Auckland Council - Manurewa,Auckland City,Auckland,4797713.69,14,207,0,0,1,6,7
1/06/2016,2016,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,4978896.84,19,290,0,1,2,11,5
1/06/2016,2016,Auckland Council - Orakei,Auckland City,Auckland,1075871.14,6,69,3,2,1,0,0
1/06/2016,2016,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6567104.42,20,287,0,0,1,7,12
1/06/2016,2016,Auckland Council - Papakura,Auckland City,Auckland,3600795.51,13,216,0,1,2,1,9
1/06/2016,2016,Auckland Council - Puketapapa,Auckland City,Auckland,1116405.6,3,33,0,1,0,2,0
1/06/2016,2016,Auckland Council - Rodney,Auckland City,Auckland,1557860.71,11,139,0,4,3,1,3
1/06/2016,2016,Auckland Council - Upper Harbour,Auckland City,Auckland,1971658.9,11,142,2,8,1,0,0
1/06/2016,2016,Auckland Council - Waiheke,Auckland City,Auckland,210398.3,2,18,0,0,1,1,0
1/06/2016,2016,Auckland Council - Waitakere Ranges,Auckland City,Auckland,1926468.17,8,102,1,0,1,6,0
1/06/2016,2016,Auckland Council - Waitemata,Auckland City,Auckland,4546575.62,21,289,1,4,6,2,8
1/06/2016,2016,Auckland Council - Whau,Auckland City,Auckland,2579247.52,13,163,1,1,1,5,5
1/06/2016,2016,Buller District,Buller District,West Coast,491933.31,8,76,0,0,2,6,0
1/06/2016,2016,Carterton District,Carterton District,Wellington,334308.83,3,45,0,0,0,3,0
1/06/2016,2016,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,481726.94,5,54,0,0,0,5,0
1/06/2016,2016,Central Otago District,Central Otago District,Otago,867482.52,12,133,1,1,9,1,0
1/06/2016,2016,Chatham Islands District,Chatham Islands District,Canterbury,41902.82,1,2,0,0,0,1,0
1/06/2016,2016,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19033174.31,88,1339,8,16,21,38,5
1/06/2016,2016,Clutha District,Clutha District,Otago,565201.27,11,74,1,0,6,4,0
1/06/2016,2016,Dunedin City,Dunedin City,Otago,4303465.98,33,426,1,2,11,14,5
1/06/2016,2016,Far North District,Far North District,Northland,3431219.56,24,311,0,0,3,6,15
1/06/2016,2016,Gisborne District,Gisborne District,Gisborne,2607518.01,13,195,0,0,0,0,13
1/06/2016,2016,Gore District,Gore District,Southland,706467.84,7,85,1,0,2,2,2
1/06/2016,2016,Grey District,Grey District,West Coast,820997.4,9,95,1,0,2,5,1
1/06/2016,2016,Hamilton City,Hamilton City,Waikato,6090349.88,30,443,0,2,1,12,15
1/06/2016,2016,Hastings District,Hastings District,Hawke's Bay,4322232.57,19,287,1,3,0,3,12
1/06/2016,2016,Hauraki District,Hauraki District,Waikato,1134355.92,9,119,1,0,0,1,7
1/06/2016,2016,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1935905.24,11,164,0,0,0,0,11
1/06/2016,2016,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,401507.99,10,61,2,4,2,2,0
1/06/2016,2016,Invercargill City,Invercargill City,Southland,3685216.3,19,261,1,4,1,6,7
1/06/2016,2016,Kaikoura District,Kaikoura District,Canterbury,260373.96,4,42,0,0,0,4,0
1/06/2016,2016,Kaipara District,Kaipara District,Northland,684081.51,8,65,0,0,0,4,4
1/06/2016,2016,Kapiti Coast District,Kapiti Coast District,Wellington,1961186.9,12,183,0,1,5,2,4
1/06/2016,2016,Kawerau District,Kawerau District,Bay of Plenty,606340.08,4,54,0,0,0,0,4
1/06/2016,2016,Lower Hutt City,Lower Hutt City,Wellington,6516550.06,33,487,5,0,11,10,7
1/06/2016,2016,Mackenzie District,Mackenzie District,Canterbury,197931.61,5,41,0,4,1,0,0
1/06/2016,2016,Manawatu District,Manawatu District,Manawatu-Wanganui,684665.74,6,79,0,0,1,5,0
1/06/2016,2016,Marlborough District,Marlborough District,Marlborough,2315498.95,19,237,0,4,3,11,1
1/06/2016,2016,Masterton District,Masterton District,Wellington,915902.6,5,78,0,0,0,0,5
1/06/2016,2016,Matamata-Piako District,Matamata-Piako District,Waikato,1378518.95,14,166,0,0,3,8,3
1/06/2016,2016,Napier City,Napier City,Hawke's Bay,4353556.14,20,304,0,7,4,5,4
1/06/2016,2016,Nelson City,Nelson City,Nelson,2277625.53,13,198,0,1,0,11,1
1/06/2016,2016,New Plymouth District,New Plymouth District,Taranaki,4086276.78,25,327,1,0,6,14,4
1/06/2016,2016,Opotiki District,Opotiki District,Bay of Plenty,779972.51,5,69,0,0,0,0,5
1/06/2016,2016,Otorohanga District,Otorohanga District,Waikato,214658.18,2,23,0,0,0,0,2
1/06/2016,2016,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4815017.14,25,345,1,0,2,4,18
1/06/2016,2016,Porirua City,Porirua City,Wellington,2785625.84,12,158,1,0,0,1,10
1/06/2016,2016,Queenstown-Lakes District,Queenstown-Lakes District,Otago,826471.47,10,103,5,3,2,0,0
1/06/2016,2016,Rangitikei District,Rangitikei District,Manawatu-Wanganui,641376.5,7,70,0,0,0,4,3
1/06/2016,2016,Rotorua District,Rotorua District,Bay of Plenty,5509095.36,26,382,0,1,1,4,20
1/06/2016,2016,Ruapehu District,Ruapehu District,Manawatu-Wanganui,615793.13,7,85,0,0,0,3,4
1/06/2016,2016,Selwyn District,Selwyn District,Canterbury,903294.16,10,82,8,2,0,0,0
1/06/2016,2016,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1162364.85,10,114,0,0,0,4,6
1/06/2016,2016,South Waikato District,South Waikato District,Waikato,1891230.34,12,178,0,0,0,1,11
1/06/2016,2016,South Wairarapa District,South Wairarapa District,Wellington,365933.63,6,65,0,0,4,0,2
1/06/2016,2016,Southland District,Southland District,Southland,642239.58,19,102,1,8,3,6,1
1/06/2016,2016,Stratford District,Stratford District,Taranaki,339539.77,3,36,0,0,0,3,0
1/06/2016,2016,Tararua District,Tararua District,Manawatu-Wanganui,992185.81,12,128,0,0,1,3,8
1/06/2016,2016,Tasman District,Tasman District,Tasman,1884318.71,14,161,2,1,4,6,1
1/06/2016,2016,Taupo District,Taupo District,Waikato,2137403.12,13,177,0,0,0,1,12
1/06/2016,2016,Tauranga District,Tauranga District,Bay of Plenty,8026361.01,38,544,1,2,9,16,10
1/06/2016,2016,Thames-Coromandel District,Thames-Coromandel District,Waikato,2440960.26,21,259,1,0,3,10,7
1/06/2016,2016,Timaru District,Timaru District,Canterbury,2474797.93,18,213,0,2,6,10,0
1/06/2016,2016,Upper Hutt City,Upper Hutt City,Wellington,2403440.95,11,157,0,1,0,3,7
1/06/2016,2016,Waikato District,Waikato District,Waikato,2190745.02,20,257,1,2,3,4,10
1/06/2016,2016,Waimakariri District,Waimakariri District,Canterbury,1877154.77,13,156,1,1,5,6,0
1/06/2016,2016,Waimate District,Waimate District,Canterbury,231618.96,4,25,0,0,0,0,4
1/06/2016,2016,Waipa District,Waipa District,Waikato,2130043.61,14,221,0,1,2,11,0
1/06/2016,2016,Wairoa District,Wairoa District,Hawke's Bay,674326.94,4,58,0,1,0,1,2
1/06/2016,2016,Waitaki District,Waitaki District,Canterbury,905072.02,12,115,1,2,1,8,0
1/06/2016,2016,Waitomo District,Waitomo District,Waikato,518807.31,5,63,0,0,0,1,4
1/06/2016,2016,Wanganui District,Wanganui District,Manawatu-Wanganui,2541757.57,15,226,0,0,1,0,14
1/06/2016,2016,Wellington City,Wellington City,Wellington,9637334.47,43,665,3,4,13,23,0
1/06/2016,2016,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1460796.95,14,172,0,1,6,2,5
1/06/2016,2016,Westland District,Westland District,West Coast,388323.58,7,60,0,1,0,6,0
1/06/2016,2016,Whakatane District,Whakatane District,Bay of Plenty,2289990.17,12,182,0,1,0,0,11
1/06/2016,2016,Whangarei District,Whangarei District,Northland,3780349.38,21,282,0,1,2,6,12
1/03/2016,2016,Ashburton District,Ashburton District,Canterbury,1452774.49,12,135,3,2,3,4,0
1/03/2016,2016,Auckland Council - Albert - Eden,Auckland City,Auckland,3403579.9,13,168,3,9,1,0,0
1/03/2016,2016,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1141432.54,7,117,2,5,0,0,0
1/03/2016,2016,Auckland Council - Franklin,Auckland City,Auckland,2431361.34,15,214,1,3,4,3,4
1/03/2016,2016,Auckland Council - Henderson - Massey,Auckland City,Auckland,4972903.89,16,251,2,0,5,2,7
1/03/2016,2016,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2782294.46,17,235,0,11,6,0,0
1/03/2016,2016,Auckland Council - Howick,Auckland City,Auckland,5687346.73,22,341,6,7,5,3,1
1/03/2016,2016,Auckland Council - Kaipatiki,Auckland City,Auckland,4198535.17,17,247,3,3,10,1,0
1/03/2016,2016,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,4432022.69,16,234,0,0,0,3,13
