Here’s the list in lowercase and inline:

date, year, territorial authority, territorial_authority_grouped, region, gmp, venues, gaming machines, dep_very_low (1-2), dep_medium_low (3-4), dep_medium (5-6), dep_medium_high (7-8), dep_high (9-10)
1/03/2018,2018,Timaru District,Timaru District,Canterbury,2434963.7,14,168,0,2,6,6,0
1/03/2018,2018,Upper Hutt City,Upper Hutt City,Wellington,2214351.93,10,148,0,1,0,3,6
1/03/2018,2018,Waikato District,Waikato District,Waikato,2122689.24,19,243,1,2,3,3,10
1/03/2018,2018,Waimakariri District,Waimakariri District,Canterbury,1869453.4,12,163,2,1,4,5,0
1/03/2018,2018,Waimate District,Waimate District,Canterbury,183838.33,3,19,0,0,0,0,3
1/03/2018,2018,Waipa District,Waipa District,Waikato,2050398.8,15,228,0,1,2,12,0
1/03/2018,2018,Wairoa District,Wairoa District,Hawke's Bay,635225.36,4,58,0,1,0,1,2
1/03/2018,2018,Waitaki District,Waitaki District,Canterbury,832759.14,11,106,1,2,1,7,0
1/03/2018,2018,Waitomo District,Waitomo District,Waikato,591687.44,5,63,0,0,0,1,4
1/03/2018,2018,Wanganui District,Wanganui District,Manawatu-Wanganui,2456519.49,15,225,0,0,1,0,14
1/03/2018,2018,Wellington City,Wellington City,Wellington,9401070.64,45,691,3,4,13,25,0
1/03/2018,2018,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1466497.44,11,154,0,1,6,1,3
1/03/2018,2018,Westland District,Westland District,West Coast,418090.8,7,63,0,1,0,6,0
1/03/2018,2018,Whakatane District,Whakatane District,Bay of Plenty,2421670,12,179,0,1,0,0,11
1/03/2018,2018,Whangarei District,Whangarei District,Northland,3802416.66,19,265,0,1,2,4,12
1/12/2017,2017,Ashburton District,Ashburton District,Canterbury,1519174.99,12,133,3,2,3,4,0
1/12/2017,2017,Auckland Council - Albert - Eden,Auckland City,Auckland,4178736.68,12,161,3,8,1,0,0
1/12/2017,2017,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1221954.15,7,113,2,5,0,0,0
1/12/2017,2017,Auckland Council - Franklin,Auckland City,Auckland,2830277.15,15,214,1,3,4,3,4
1/12/2017,2017,Auckland Council - Henderson - Massey,Auckland City,Auckland,5479404.61,14,215,2,0,4,2,6
1/12/2017,2017,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2868654.22,17,235,0,11,6,0,0
1/12/2017,2017,Auckland Council - Howick,Auckland City,Auckland,6999490.45,21,319,6,7,5,2,1
1/12/2017,2017,Auckland Council - Kaipatiki,Auckland City,Auckland,5208591.19,17,247,3,3,10,1,0
1/12/2017,2017,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5984154.53,15,231,0,0,0,2,13
1/12/2017,2017,Auckland Council - Manurewa,Auckland City,Auckland,5207035.61,14,206,0,0,1,6,7
1/12/2017,2017,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5206576.66,18,275,0,1,2,10,5
1/12/2017,2017,Auckland Council - Orakei,Auckland City,Auckland,1354374.26,6,69,3,2,1,0,0
1/12/2017,2017,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6769515.93,18,255,0,0,0,6,12
1/12/2017,2017,Auckland Council - Papakura,Auckland City,Auckland,3601938.77,12,198,0,1,2,0,9
1/12/2017,2017,Auckland Council - Puketapapa,Auckland City,Auckland,1376456.52,3,27,0,1,0,2,0
1/12/2017,2017,Auckland Council - Rodney,Auckland City,Auckland,1495232.82,10,134,0,4,3,1,2
1/12/2017,2017,Auckland Council - Upper Harbour,Auckland City,Auckland,2126324.39,11,133,2,8,1,0,0
1/12/2017,2017,Auckland Council - Waiheke,Auckland City,Auckland,204868.56,2,16,0,0,1,1,0
1/12/2017,2017,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2387256.18,8,102,1,0,1,6,0
1/12/2017,2017,Auckland Council - Waitemata,Auckland City,Auckland,4093642.68,20,259,1,3,6,2,8
1/12/2017,2017,Auckland Council - Whau,Auckland City,Auckland,2502094.59,11,138,0,1,1,4,5
1/12/2017,2017,Buller District,Buller District,West Coast,608003.19,8,72,0,0,2,6,0
1/12/2017,2017,Carterton District,Carterton District,Wellington,416461.24,3,45,0,0,0,3,0
1/12/2017,2017,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,533804.52,4,45,0,0,0,4,0
1/12/2017,2017,Central Otago District,Central Otago District,Otago,1025283.42,12,129,1,1,9,1,0
1/12/2017,2017,Chatham Islands District,Chatham Islands District,Canterbury,54733.78,1,2,0,0,0,1,0
1/12/2017,2017,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19543217.95,85,1330,9,16,17,37,6
1/12/2017,2017,Clutha District,Clutha District,Otago,537495.67,12,77,1,1,6,4,0
1/12/2017,2017,Dunedin City,Dunedin City,Otago,4279683.73,32,423,1,1,10,15,5
1/12/2017,2017,Far North District,Far North District,Northland,3483073.81,23,305,0,0,3,6,14
1/12/2017,2017,Gisborne District,Gisborne District,Gisborne,2696965.32,12,180,0,0,0,0,12
1/12/2017,2017,Gore District,Gore District,Southland,775829.92,7,85,1,0,2,2,2
1/12/2017,2017,Grey District,Grey District,West Coast,878678.68,9,90,1,0,2,5,1
1/12/2017,2017,Hamilton City,Hamilton City,Waikato,6223928.42,28,429,0,2,1,10,15
1/12/2017,2017,Hastings District,Hastings District,Hawke's Bay,4463268.56,18,278,1,3,0,2,12
1/12/2017,2017,Hauraki District,Hauraki District,Waikato,1232452.65,9,119,1,0,0,1,7
1/12/2017,2017,Horowhenua District,Horowhenua District,Manawatu-Wanganui,2019691.69,10,154,0,0,0,0,10
1/12/2017,2017,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,370924.92,9,57,2,3,2,2,0
1/12/2017,2017,Invercargill City,Invercargill City,Southland,4079705.4,17,247,1,3,1,5,7
1/12/2017,2017,Kaikoura District,Kaikoura District,Canterbury,361267.44,3,15,0,0,0,3,0
1/12/2017,2017,Kaipara District,Kaipara District,Northland,738691.21,7,60,0,0,0,3,4
1/12/2017,2017,Kapiti Coast District,Kapiti Coast District,Wellington,2200936.07,12,191,0,1,5,2,4
1/12/2017,2017,Kawerau District,Kawerau District,Bay of Plenty,631011.95,4,54,0,0,0,0,4
1/12/2017,2017,Lower Hutt City,Lower Hutt City,Wellington,7043631.52,28,428,6,0,6,10,6
1/12/2017,2017,Mackenzie District,Mackenzie District,Canterbury,238673.35,5,41,0,4,1,0,0
1/12/2017,2017,Manawatu District,Manawatu District,Manawatu-Wanganui,737950.77,5,76,0,0,0,5,0
1/12/2017,2017,Marlborough District,Marlborough District,Marlborough,2735553.46,15,203,0,3,2,9,1
1/12/2017,2017,Masterton District,Masterton District,Wellington,1083811.81,4,64,0,0,0,0,4
1/12/2017,2017,Matamata-Piako District,Matamata-Piako District,Waikato,1529035.01,13,157,0,0,3,7,3
1/12/2017,2017,Napier City,Napier City,Hawke's Bay,4920138.82,18,290,0,7,4,5,2
1/12/2017,2017,Nelson City,Nelson City,Nelson,2535031.62,12,172,0,1,0,10,1
1/12/2017,2017,New Plymouth District,New Plymouth District,Taranaki,3983023.5,24,321,1,0,7,12,4
1/12/2017,2017,Opotiki District,Opotiki District,Bay of Plenty,682262.14,4,57,0,0,0,0,4
1/12/2017,2017,Otorohanga District,Otorohanga District,Waikato,226618.08,2,23,0,0,0,0,2
1/12/2017,2017,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4623896.06,23,322,1,0,2,4,16
1/12/2017,2017,Porirua City,Porirua City,Wellington,3263054.55,12,165,2,0,0,0,10
1/12/2017,2017,Queenstown-Lakes District,Queenstown-Lakes District,Otago,755306.58,8,90,5,1,2,0,0
1/12/2017,2017,Rangitikei District,Rangitikei District,Manawatu-Wanganui,630022.53,5,58,0,0,0,2,3
1/12/2017,2017,Rotorua District,Rotorua District,Bay of Plenty,5907186.08,26,386,0,1,1,4,20
1/12/2017,2017,Ruapehu District,Ruapehu District,Manawatu-Wanganui,625402.01,7,89,0,0,0,3,4
1/12/2017,2017,Selwyn District,Selwyn District,Canterbury,1058020.67,12,112,10,2,0,0,0
1/12/2017,2017,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1189837.08,10,120,0,0,0,4,6
1/12/2017,2017,South Waikato District,South Waikato District,Waikato,1851167.93,12,178,0,0,0,1,11
1/12/2017,2017,South Wairarapa District,South Wairarapa District,Wellington,454614.87,6,65,0,0,4,0,2
1/12/2017,2017,Southland District,Southland District,Southland,631305.52,17,94,1,8,2,5,1
1/12/2017,2017,Stratford District,Stratford District,Taranaki,359413.08,2,27,0,0,0,2,0
1/12/2017,2017,Tararua District,Tararua District,Manawatu-Wanganui,947061.98,10,119,0,0,1,1,8
1/12/2017,2017,Tasman District,Tasman District,Tasman,1941406.13,13,166,2,1,4,5,1
1/12/2017,2017,Taupo District,Taupo District,Waikato,2190102.37,11,160,0,0,0,1,10
1/12/2017,2017,Tauranga District,Tauranga District,Bay of Plenty,8980961.58,38,517,1,2,9,16,10
1/12/2017,2017,Thames-Coromandel District,Thames-Coromandel District,Waikato,2600215.86,21,259,1,0,3,10,7
1/12/2017,2017,Timaru District,Timaru District,Canterbury,2484878.04,13,165,0,2,6,5,0
1/12/2017,2017,Upper Hutt City,Upper Hutt City,Wellington,2499263.58,10,148,0,1,0,3,6
1/12/2017,2017,Waikato District,Waikato District,Waikato,2307355.5,19,243,1,2,3,3,10
1/12/2017,2017,Waimakariri District,Waimakariri District,Canterbury,2045336.41,12,163,2,1,4,5,0
1/12/2017,2017,Waimate District,Waimate District,Canterbury,198939.71,4,25,0,0,0,0,4
1/12/2017,2017,Waipa District,Waipa District,Waikato,2062735.51,15,228,0,1,2,12,0
1/12/2017,2017,Wairoa District,Wairoa District,Hawke's Bay,616292.05,4,58,0,1,0,1,2
1/12/2017,2017,Waitaki District,Waitaki District,Canterbury,824993.08,12,115,1,2,1,8,0
1/12/2017,2017,Waitomo District,Waitomo District,Waikato,584954.83,5,63,0,0,0,1,4
1/12/2017,2017,Wanganui District,Wanganui District,Manawatu-Wanganui,2657715.79,15,225,0,0,1,0,14
1/12/2017,2017,Wellington City,Wellington City,Wellington,10249562.03,45,691,3,4,13,25,0
1/12/2017,2017,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1546469.21,12,160,0,1,6,1,4
1/12/2017,2017,Westland District,Westland District,West Coast,434498.99,7,60,0,1,0,6,0
1/12/2017,2017,Whakatane District,Whakatane District,Bay of Plenty,2572397.63,12,179,0,1,0,0,11
1/12/2017,2017,Whangarei District,Whangarei District,Northland,4194866.36,20,283,0,1,2,5,12
1/09/2017,2017,Ashburton District,Ashburton District,Canterbury,1470799.92,12,137,3,2,3,4,0
1/09/2017,2017,Auckland Council - Albert - Eden,Auckland City,Auckland,3978770.86,12,161,3,8,1,0,0
1/09/2017,2017,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1275820.3,7,113,2,5,0,0,0
1/09/2017,2017,Auckland Council - Franklin,Auckland City,Auckland,2838571.71,15,214,1,3,4,3,4
1/09/2017,2017,Auckland Council - Henderson - Massey,Auckland City,Auckland,5348422.65,15,216,2,0,5,2,6
1/09/2017,2017,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2980941.6,17,235,0,11,6,0,0
1/09/2017,2017,Auckland Council - Howick,Auckland City,Auckland,7177502.22,22,328,6,7,5,3,1
1/09/2017,2017,Auckland Council - Kaipatiki,Auckland City,Auckland,5326384.84,17,247,3,3,10,1,0
1/09/2017,2017,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,6178589.92,15,231,0,0,0,2,13
1/09/2017,2017,Auckland Council - Manurewa,Auckland City,Auckland,5210187.6,14,207,0,0,1,6,7
1/09/2017,2017,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,5236019.98,18,275,0,1,2,10,5
1/09/2017,2017,Auckland Council - Orakei,Auckland City,Auckland,1437209.78,6,69,3,2,1,0,0
1/09/2017,2017,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6781401.86,18,255,0,0,0,6,12
1/09/2017,2017,Auckland Council - Papakura,Auckland City,Auckland,3757275.92,13,198,0,1,2,1,9
1/09/2017,2017,Auckland Council - Puketapapa,Auckland City,Auckland,1424648.42,3,27,0,1,0,2,0
1/09/2017,2017,Auckland Council - Rodney,Auckland City,Auckland,1495511.05,10,134,0,4,3,1,2
1/09/2017,2017,Auckland Council - Upper Harbour,Auckland City,Auckland,2194619.89,11,133,2,8,1,0,0
1/09/2017,2017,Auckland Council - Waiheke,Auckland City,Auckland,204864.05,2,16,0,0,1,1,0
1/09/2017,2017,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2295244.8,8,102,1,0,1,6,0
1/09/2017,2017,Auckland Council - Waitemata,Auckland City,Auckland,4141772.55,20,252,1,3,6,2,8
1/09/2017,2017,Auckland Council - Whau,Auckland City,Auckland,2519623.74,12,152,1,1,1,4,5
1/09/2017,2017,Buller District,Buller District,West Coast,543200.8,8,72,0,0,2,6,0
1/09/2017,2017,Carterton District,Carterton District,Wellington,375548.68,3,45,0,0,0,3,0
1/09/2017,2017,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,524833.7,4,45,0,0,0,4,0
1/09/2017,2017,Central Otago District,Central Otago District,Otago,1003140.27,12,129,1,1,9,1,0
1/09/2017,2017,Chatham Islands District,Chatham Islands District,Canterbury,60207.41,1,2,0,0,0,1,0
1/09/2017,2017,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,19650470.12,87,1366,9,16,18,38,6
1/09/2017,2017,Clutha District,Clutha District,Otago,535031.35,12,77,1,1,6,4,0
1/09/2017,2017,Dunedin City,Dunedin City,Otago,4270028.73,32,423,1,1,10,15,5
1/09/2017,2017,Far North District,Far North District,Northland,3400866.81,22,299,0,0,2,6,14
1/09/2017,2017,Gisborne District,Gisborne District,Gisborne,2651873.88,12,180,0,0,0,0,12
1/09/2017,2017,Gore District,Gore District,Southland,744023.29,7,85,1,0,2,2,2
1/09/2017,2017,Grey District,Grey District,West Coast,833589.56,10,106,1,0,2,6,1
1/09/2017,2017,Hamilton City,Hamilton City,Waikato,6306224.27,28,432,0,2,1,10,15
1/09/2017,2017,Hastings District,Hastings District,Hawke's Bay,4460233.17,18,278,1,3,0,2,12
1/09/2017,2017,Hauraki District,Hauraki District,Waikato,1278370.69,9,119,1,0,0,1,7
1/09/2017,2017,Horowhenua District,Horowhenua District,Manawatu-Wanganui,1941272.69,11,162,0,0,0,0,11
1/09/2017,2017,Hurunui District (June 2019 incd. Kaikoura),Hurunui District (June 2019 incd. Kaikoura),Canterbury,381955.9,9,57,2,3,2,2,0
1/09/2017,2017,Invercargill City,Invercargill City,Southland,3791227.29,17,247,1,3,1,5,7
1/09/2017,2017,Kaikoura District,Kaikoura District,Canterbury,304661.48,3,15,0,0,0,3,0
1/09/2017,2017,Kaipara District,Kaipara District,Northland,747803.67,7,60,0,0,0,3,4
1/09/2017,2017,Kapiti Coast District,Kapiti Coast District,Wellington,2046639.93,12,192,0,1,5,2,4
1/09/2017,2017,Kawerau District,Kawerau District,Bay of Plenty,604268.52,4,54,0,0,0,0,4
1/09/2017,2017,Lower Hutt City,Lower Hutt City,Wellington,7118401.93,28,428,6,0,6,10,6
1/09/2017,2017,Mackenzie District,Mackenzie District,Canterbury,179669.43,5,41,0,4,1,0,0
1/09/2017,2017,Manawatu District,Manawatu District,Manawatu-Wanganui,769744.75,5,76,0,0,0,5,0
1/09/2017,2017,Marlborough District,Marlborough District,Marlborough,2659471.5,16,214,0,3,2,10,1
1/09/2017,2017,Masterton District,Masterton District,Wellington,1081485.23,4,66,0,0,0,0,4
1/09/2017,2017,Matamata-Piako District,Matamata-Piako District,Waikato,1623532.71,13,160,0,0,3,7,3
1/09/2017,2017,Napier City,Napier City,Hawke's Bay,4663565.59,18,288,0,7,4,5,2
1/09/2017,2017,Nelson City,Nelson City,Nelson,2601926.17,12,183,0,1,0,10,1
1/09/2017,2017,New Plymouth District,New Plymouth District,Taranaki,3878292.82,24,321,1,0,7,12,4
1/09/2017,2017,Opotiki District,Opotiki District,Bay of Plenty,664835.74,4,57,0,0,0,0,4
1/09/2017,2017,Otorohanga District,Otorohanga District,Waikato,196959.51,2,23,0,0,0,0,2
1/09/2017,2017,Palmerston North City,Palmerston North City,Manawatu-Wanganui,4680339.53,23,322,1,0,2,4,16
1/09/2017,2017,Porirua City,Porirua City,Wellington,3116521.04,12,165,2,0,0,0,10
1/09/2017,2017,Queenstown-Lakes District,Queenstown-Lakes District,Otago,781305.19,9,94,5,2,2,0,0
1/09/2017,2017,Rangitikei District,Rangitikei District,Manawatu-Wanganui,623365.57,5,58,0,0,0,2,3
1/09/2017,2017,Rotorua District,Rotorua District,Bay of Plenty,5779612,26,385,0,1,1,4,20
1/09/2017,2017,Ruapehu District,Ruapehu District,Manawatu-Wanganui,682456.18,7,89,0,0,0,3,4
1/09/2017,2017,Selwyn District,Selwyn District,Canterbury,977922.59,12,112,10,2,0,0,0
1/09/2017,2017,South Taranaki District (March 2021 incd. Stratford),South Taranaki District (March 2021 incd. Stratford),Taranaki,1211168.72,10,120,0,0,0,4,6
1/09/2017,2017,South Waikato District,South Waikato District,Waikato,1774609.19,12,178,0,0,0,1,11
1/09/2017,2017,South Wairarapa District,South Wairarapa District,Wellington,407468.01,5,60,0,0,4,0,1
1/09/2017,2017,Southland District,Southland District,Southland,591810.98,17,94,1,8,2,5,1
1/09/2017,2017,Stratford District,Stratford District,Taranaki,329665.72,2,27,0,0,0,2,0
1/09/2017,2017,Tararua District,Tararua District,Manawatu-Wanganui,949936.32,10,119,0,0,1,1,8
1/09/2017,2017,Tasman District,Tasman District,Tasman,1785350.58,13,160,2,1,4,5,1
1/09/2017,2017,Taupo District,Taupo District,Waikato,2176661.42,11,160,0,0,0,1,10
1/09/2017,2017,Tauranga District,Tauranga District,Bay of Plenty,9039176.22,38,515,1,2,9,17,9
1/09/2017,2017,Thames-Coromandel District,Thames-Coromandel District,Waikato,2374446.25,21,259,1,0,3,10,7
1/09/2017,2017,Timaru District,Timaru District,Canterbury,2292106.8,14,172,0,2,6,6,0
1/09/2017,2017,Upper Hutt City,Upper Hutt City,Wellington,2422253.73,10,148,0,1,0,3,6
1/09/2017,2017,Waikato District,Waikato District,Waikato,2316481.72,19,243,1,2,3,3,10
1/09/2017,2017,Waimakariri District,Waimakariri District,Canterbury,2004557.26,13,166,2,1,5,5,0
1/09/2017,2017,Waimate District,Waimate District,Canterbury,220405.22,4,25,0,0,0,0,4
1/09/2017,2017,Waipa District,Waipa District,Waikato,2121704.87,13,212,0,1,2,10,0
1/09/2017,2017,Wairoa District,Wairoa District,Hawke's Bay,641853.58,4,58,0,1,0,1,2
1/09/2017,2017,Waitaki District,Waitaki District,Canterbury,802726.61,12,115,1,2,1,8,0
1/09/2017,2017,Waitomo District,Waitomo District,Waikato,599214.75,5,63,0,0,0,1,4
1/09/2017,2017,Wanganui District,Wanganui District,Manawatu-Wanganui,2538718.09,15,225,0,0,1,0,14
1/09/2017,2017,Wellington City,Wellington City,Wellington,10384435.93,45,691,3,4,13,25,0
1/09/2017,2017,Western Bay Of Plenty District,Western Bay Of Plenty District,Bay of Plenty,1496011.81,12,160,0,1,6,1,4
1/09/2017,2017,Westland District,Westland District,West Coast,395499.8,6,56,0,1,0,5,0
1/09/2017,2017,Whakatane District,Whakatane District,Bay of Plenty,2418433.82,12,179,0,1,0,0,11
1/09/2017,2017,Whangarei District,Whangarei District,Northland,4189736.01,20,283,0,1,2,5,12
1/06/2017,2017,Ashburton District,Ashburton District,Canterbury,1522714.16,12,137,3,2,3,4,0
1/06/2017,2017,Auckland Council - Albert - Eden,Auckland City,Auckland,3870709.95,13,168,3,9,1,0,0
1/06/2017,2017,Auckland Council - Devonport - Takapuna,Auckland City,Auckland,1178325.03,7,117,2,5,0,0,0
1/06/2017,2017,Auckland Council - Franklin,Auckland City,Auckland,2665218.07,15,214,1,3,4,3,4
1/06/2017,2017,Auckland Council - Henderson - Massey,Auckland City,Auckland,5242697.97,16,217,2,0,5,2,7
1/06/2017,2017,Auckland Council - Hibiscus And Bays,Auckland City,Auckland,2879629.22,17,235,0,11,6,0,0
1/06/2017,2017,Auckland Council - Howick,Auckland City,Auckland,6708345.31,22,328,6,7,5,3,1
1/06/2017,2017,Auckland Council - Kaipatiki,Auckland City,Auckland,4943819.5,17,247,3,3,10,1,0
1/06/2017,2017,Auckland Council - Mangere - Otahuhu,Auckland City,Auckland,5579261.13,16,234,0,0,0,3,13
1/06/2017,2017,Auckland Council - Manurewa,Auckland City,Auckland,5029979.16,14,207,0,0,1,6,7
1/06/2017,2017,Auckland Council - Maungakiekie - Tamaki,Auckland City,Auckland,4949834.04,18,275,0,1,2,10,5
1/06/2017,2017,Auckland Council - Orakei,Auckland City,Auckland,1230970.84,6,69,3,2,1,0,0
1/06/2017,2017,Auckland Council - Otara - Papatoetoe,Auckland City,Auckland,6643173.7,19,264,0,0,1,6,12
1/06/2017,2017,Auckland Council - Papakura,Auckland City,Auckland,3534520.04,13,216,0,1,2,1,9
1/06/2017,2017,Auckland Council - Puketapapa,Auckland City,Auckland,1434208.53,3,33,0,1,0,2,0
1/06/2017,2017,Auckland Council - Rodney,Auckland City,Auckland,1546198.51,10,134,0,4,3,1,2
1/06/2017,2017,Auckland Council - Upper Harbour,Auckland City,Auckland,2135314.08,11,142,2,8,1,0,0
1/06/2017,2017,Auckland Council - Waiheke,Auckland City,Auckland,219218.35,2,16,0,0,1,1,0
1/06/2017,2017,Auckland Council - Waitakere Ranges,Auckland City,Auckland,2062043.4,8,102,1,0,1,6,0
1/06/2017,2017,Auckland Council - Waitemata,Auckland City,Auckland,4376609.27,20,266,1,3,6,2,8
1/06/2017,2017,Auckland Council - Whau,Auckland City,Auckland,2422582.24,12,152,1,1,1,4,5
1/06/2017,2017,Buller District,Buller District,West Coast,500513.03,8,72,0,0,2,6,0
1/06/2017,2017,Carterton District,Carterton District,Wellington,259363.21,2,27,0,0,0,2,0
1/06/2017,2017,Central Hawke's Bay District,Central Hawke's Bay District,Hawke's Bay,468727.97,5,54,0,0,0,5,0
1/06/2017,2017,Central Otago District,Central Otago District,Otago,914458.32,12,129,1,1,9,1,0
1/06/2017,2017,Chatham Islands District,Chatham Islands District,Canterbury,36003.84,1,2,0,0,0,1,0
1/06/2017,2017,Christchurch City Including Banks Peninsula Ward,Christchurch City,Canterbury,18821078.49,88,1374,9,16,19,38,6
1/06/2017,2017,Clutha District,Clutha District,Otago,570537.47,12,77,1,1,6,4,0
1/06/2017,2017,Dunedin City,Dunedin City,Otago,4148925.72,33,428,1,1,11,15,5
